Price,Close,High,Low,Open,Volume,RSI,SMA20
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,,
Date,,,,,,,
2025-03-17,3455.159423828125,3487.5111042781473,3435.057073961186,3446.565285194742,2690906,23.975439734675604,3602.0434448242186
2025-03-18,3455.159423828125,3455.159423828125,3455.159423828125,3455.159423828125,0,29.94362718600688,3580.451794433594
2025-03-19,3454.56689453125,3503.8598932625678,3420.634577218764,3503.8598932625678,3051244,33.36266020606216,3560.329553222656
2025-03-20,3519.813232421875,3535.4211137803227,3469.285438744659,3469.285438744659,2845192,44.47548597437545,3545.015588378906
2025-03-21,3534.581787109375,3572.267694804508,3422.857258900137,3432.735634827699,4161925,64.25246608094227,3534.840869140625
2025-03-24,3584.81298828125,3605.360057323045,3523.2214624383355,3556.215139766549,1834751,68.17817571615022,3527.40986328125
2025-03-25,3613.2626953125,3664.877205825815,3593.752904257228,3600.6677669097294,3135390,67.28546278862689,3521.075341796875
2025-03-26,3591.57958984375,3635.7358773567735,3581.7506550649064,3603.3841996001006,1734499,61.975426062087145,3519.1095336914063
2025-03-27,3606.79248046875,3618.449012006768,3566.5875396807087,3570.884729570523,2528474,57.483416051099816,3520.1788696289063
2025-03-28,3562.290283203125,3616.4238291582196,3548.2135981206075,3606.5948937734543,2051919,49.31171568835505,3519.862756347656
2025-04-01,3507.613525390625,3540.4096829245336,3482.1272690594255,3529.2470706788267,2618493,45.15163740265893,3523.199169921875
2025-04-02,3500.846923828125,3520.7519956565757,3487.1160780114287,3500.8963639411054,1764313,46.012969917485876,3525.7132202148437
2025-04-03,3361.75927734375,3459.407116080848,3354.8444144618065,3448.5409029806515,4537821,38.91578839355638,3519.3465942382813
2025-04-04,3259.271240234375,3358.301958396606,3255.4187701110422,3321.702768711085,5317367,31.228367824255216,3507.114697265625
2025-04-07,3234.2294921875,3251.368328518194,3018.8809120553065,3062.296322980731,6623955,30.577496717232094,3490.936389160156
2025-04-08,3252.899658203125,3308.2680019006634,3215.70767038631,3261.889076504213,5557558,32.783984785096976,3475.217431640625
2025-04-09,3207.113525390625,3230.228827873871,3172.9836893878546,3220.89381114684,2990265,30.44190376952541,3458.2735595703125
2025-04-11,3192.197021484375,3258.8266155521846,3167.0071641277755,3249.5410391127716,7108961,21.867872189126814,3441.292626953125
2025-04-15,3208.69384765625,3274.08864453866,3199.2107519795586,3274.08864453866,3512160,22.09909021476082,3428.549523925781
2025-04-16,3233.982421875,3238.23017131478,3189.7272541040916,3208.693685671263,2384391,18.623560987240708,3416.8312866210936
2025-04-17,3258.77734375,3263.420373380785,3178.8613788302714,3206.0269126767075,2932346,18.088078601545163,3407.0121826171876
2025-04-21,3281.201171875,3313.20701075186,3244.15726522527,3250.084290289227,2432946,22.0959419702002,3398.3142700195312
2025-04-22,3274.088623046875,3293.3514549412,3254.9246713743637,3282.18908375484,2710498,19.646716021708613,3389.2903564453127
2025-04-23,3371.489501953125,3379.293321999538,3296.7102488988207,3324.0733003434707,3543923,34.12510115799496,3381.874169921875
2025-04-24,3360.228271484375,3370.9956041985065,3346.4971849798935,3359.734352714529,2252175,36.782436661052884,3373.156494140625
2025-04-25,3406.06396484375,3435.5015728669696,3363.5869490408845,3378.404512693047,2742991,42.056469450131424,3364.21904296875
2025-04-28,3401.618408203125,3415.7445325916697,3363.5866647108005,3393.2217895100143,1593296,54.314107554226595,3353.636828613281
2025-04-29,3430.265869140625,3452.492213865078,3388.6778120988047,3412.9787121327167,1578332,72.02845985653072,3345.571142578125
2025-04-30,3411.694580078125,3467.2110034862103,3325.061273098265,3429.772055911222,2809332,73.24961858186018,3335.8162475585937
2025-05-02,3389.270751953125,3449.034925807151,3378.40453852512,3429.772092912052,1721761,67.69190812228402,3327.1652709960936
2025-05-05,3412.287353515625,3461.8767511097926,3404.4832920390604,3408.0396037462647,1284443,78.2892451371927,3322.398962402344
2025-05-06,3417.91796875,3430.759857071893,3395.1977047958817,3417.91796875,1324763,81.94015011182731,3318.2525146484377
2025-05-07,3403.19921875,3417.4239829127787,3378.997198925932,3378.997198925932,1477128,77.66225613490755,3320.32451171875
2025-05-08,3406.952880859375,3434.7112128994936,3386.998610284149,3406.063923519544,2543591,76.20471789742949,3327.70859375
2025-05-09,3398.45751953125,3404.285664518617,3356.7708237929633,3357.659781105859,2531757,72.26068970669257,3335.9199951171877
2025-05-12,3576.366943359375,3586.344199009816,3459.604594038759,3462.370587392757,2228678,81.452617853759,3352.093359375
2025-05-13,3472.2490234375,3578.935479918652,3467.803754417452,3576.3670057941126,3062887,67.49827855390768,3365.350134277344
2025-05-14,3505.5390625,3517.689512589028,3465.9269214811093,3478.1760106222882,2119499,63.34842729009424,3381.017236328125
2025-05-15,3536.359619140625,3556.21525075921,3471.360099994329,3520.653098251618,3548330,66.8812722647263,3397.400524902344
2025-05-16,3517.98583984375,3550.1891985825587,3502.970757638989,3550.1891985825587,1666727,61.323200467913914,3411.600695800781
2025-05-19,3476.002685546875,3506.823167687793,3461.0862426467947,3506.823167687793,2537377,56.99425818779849,3422.461962890625
2025-05-20,3455.752197265625,3514.726051583229,3451.5044475075333,3488.8447556489973,2038374,52.43489651363274,3431.1895141601562
2025-05-21,3482.917724609375,3493.9814570703943,3455.752191652226,3465.334167770128,1440153,56.694537433692574,3441.630969238281
2025-05-22,3434.711181640625,3455.2582510362627,3409.323804689904,3452.492257645667,2034383,54.07367654320122,3444.7920532226562
2025-05-23,3471.853759765625,3492.005548214681,3423.4497224636393,3434.7109734490655,1274331,55.208142995954454,3450.373327636719
2025-05-26,3494.27783203125,3501.884132971573,3467.4086987656956,3478.176031648211,967470,56.485995293469664,3454.7840209960937
2025-05-27,3456.147216796875,3496.944956186642,3440.7370955910233,3489.042255720683,2467680,54.32536648194485,3457.510461425781
2025-05-28,3455.159423828125,3486.0787880344637,3450.516635478714,3477.1882498955265,1222933,53.95590948212995,3458.7551391601564
2025-05-29,3455.5546875,3489.536203315723,3444.0956752612224,3462.0742707354857,3188072,54.74861787138793,3460.94814453125
2025-05-30,3421.276611328125,3464.0500271917626,3411.1020770923456,3447.5531876798154,3404365,33.05269684215918,3462.5484375
2025-06-02,3407.842041015625,3417.91793582919,3377.0215575741954,3408.039560292111,1877585,41.2224098038733,3462.326171875
2025-06-03,3363.784423828125,3431.2537776661225,3359.1416355127826,3404.0882446631517,2848125,31.232040195053585,3459.619494628906
2025-06-04,3369.465087890625,3383.3182215676084,3358.6020509863906,3377.5377895527827,2544807,26.327738239359945,3457.9327880859373
2025-06-05,3359.6982421875,3397.4699581243544,3352.3231247435624,3397.4699581243544,3584683,26.986646599887834,3455.5700561523436
2025-06-06,3372.75390625,3379.4311968394054,3347.3401523789876,3359.6983590738273,2070390,33.6100726818655,3454.284875488281
2025-06-09,3410.326416015625,3422.3855889461993,3379.431263640164,3388.500583115049,1718678,43.16490999152153,3445.9828491210938
2025-06-10,3451.187744140625,3474.0104381585516,3411.6220654345716,3428.365293437595,2419874,45.414665055969834,3444.92978515625
2025-06-11,3460.1572265625,3477.1994881899896,3437.4345354790357,3458.2637500771752,2847013,54.147588853596204,3442.660693359375
2025-06-12,3422.584716796875,3462.9477367145046,3411.6219212636915,3460.1571582794445,4060134,41.98061098138826,3436.9719482421874
2025-06-13,3434.0458984375,3438.8297125316194,3381.723464034396,3381.723464034396,2178493,39.83338470693148,3432.774951171875
2025-06-16,3484.474853515625,3497.131850878911,3414.6118485958773,3428.365222862198,1934088,54.59085484937977,3433.1985595703127
2025-06-17,3503.41064453125,3508.094699586469,3476.302688697425,3498.1285214626437,2111940,57.38982951983327,3435.5814819335938
2025-06-18,3439.7265625,3526.033760927228,3431.4548294482115,3507.19778191584,2696327,47.9694999041626,3433.421923828125
2025-06-19,3412.41943359375,3439.3281148750093,3401.4566375162,3438.331497049777,2672768,48.84307108675867,3432.307336425781
2025-06-20,3424.07958984375,3434.6438354271677,3399.3634207293467,3413.415828473248,2351248,52.1308340910387,3429.9186279296873
2025-06-23,3382.122314453125,3413.416016519491,3358.6020366921707,3403.4498383690693,3123421,52.419798586367534,3424.3108520507812
2025-06-24,3378.932861328125,3430.4581957754644,3370.561369209563,3422.983562342859,3403048,51.25759975509558,3420.4501342773438
2025-06-25,3433.14892578125,3438.331289496645,3388.5004012430704,3395.775759591069,1757699,58.7260208017913,3419.349609375
2025-06-26,3430.1591796875,3439.7265645422617,3403.748808087712,3433.149033076155,2879106,56.98691357731211,3418.079833984375
2025-06-27,3429.461669921875,3454.675906058565,3419.395732636828,3443.3145602623845,1778433,52.558663376033216,3418.4890869140627
2025-06-30,3450.290771484375,3453.180865734764,3418.399002366091,3428.2654211111044,1468351,49.87327258879887,3420.6115234375
2025-07-01,3418.10009765625,3473.213111911396,3401.9549375924103,3443.3145772321013,2375183,44.42390084172665,3423.3273071289063
2025-07-02,3411.7216796875,3478.0962775498906,3408.4327923652227,3475.4054582188955,3090585,48.42985903842938,3425.44013671875
2025-07-03,3389.2978515625,3423.6811655474544,3386.1087232761492,3418.3990425621496,2531870,43.73080296125225,3426.9201171875
2025-07-04,3408.233642578125,3415.409242162467,3378.6341422209043,3396.473503732036,1109320,38.28482208373537,3428.6941040039064
2025-07-07,3400.160888671875,3414.5123309346973,3396.8720012794643,3406.738663456697,1639174,33.58676356783198,3428.185827636719
2025-07-08,3394.679443359375,3413.415906340367,3381.922687075622,3393.483550682905,2325242,41.21303902659714,3425.3604125976562
2025-07-09,3372.355224609375,3402.4530322953497,3355.611997580095,3398.4665612557537,2034938,42.03008212604965,3420.9703125
2025-07-10,3370.561279296875,3387.5037812921582,3344.6492174217365,3368.5680437680185,3035012,38.918697041663,3418.369140625
2025-07-11,3254.95361328125,3323.7202389139525,3250.070283569519,3288.738858113972,7635550,29.822858360287427,3409.4145263671876
2025-07-14,3211.800048828125,3260.933353706794,3189.1768740408747,3254.9536470679677,3924009,26.466446838294132,3395.7807861328124
2025-07-15,3241.300048828125,3248.375889064686,3195.1565970327038,3195.1565970327038,2590889,20.96530451933188,3382.675256347656
2025-07-16,3233.10009765625,3244.89990234375,3220.60009765625,3227.0,2540733,20.63980642701874,3372.3439331054688
2025-07-17,3209.199951171875,3242.0,3204.10009765625,3224.10009765625,2947640,19.30505372173569,3362.182958984375
2025-07-18,3189.89990234375,3228.800048828125,3187.0,3225.0,3432645,13.557481581607092,3350.473974609375
2025-07-21,3158.199951171875,3197.60009765625,3152.0,3190.0,3844346,13.576129256974951,3339.2778564453124
2025-07-22,3159.60009765625,3180.10009765625,3154.60009765625,3159.60009765625,3198036,14.166249116899593,3328.3112182617188
2025-07-23,3179.10009765625,3182.0,3157.60009765625,3159.60009765625,1922875,19.87445502704746,3315.608776855469
2025-07-24,3148.0,3173.699951171875,3140.0,3165.10009765625,2934778,13.959947119107113,3301.5008178710937
2025-07-25,3135.800048828125,3156.89990234375,3125.60009765625,3140.0,2568917,13.802166209801427,3286.817736816406
2025-07-28,3079.300048828125,3118.0,3069.89990234375,3110.0,3374473,12.110188939573135,3268.268200683594
2025-07-29,3056.0,3074.0,3041.199951171875,3060.0,4785312,12.081860208150317,3250.163195800781
2025-07-30,3053.60009765625,3069.0,3047.199951171875,3060.0,2880121,12.06433564308469,3232.257116699219
2025-07-31,3036.800048828125,3059.800048828125,3015.0,3041.699951171875,2968371,15.801704638960231,3214.6322265625
2025-08-01,3003.0,3036.800048828125,3000.0,3029.89990234375,2053847,16.279099109471233,3194.3705444335938
